the	0.06629495181635371
of	0.03186127288396751
to	0.030866261001279673
a	0.027677522133138337
in	0.023504217701287508
and	0.022817372228460996
that	0.011662009349455486
for	0.01165678618996631
is	0.009580580293019248
it	0.007980987699459404
said	0.007869995560314435
on	0.007377712778459691
by	0.006417957222323784
at	0.006390535635005615
as	0.006310882452795696
from	0.006168551356715677
million	0.006041889739103183
with	0.005987046564466846
was	0.005318482149852446
be	0.005122613669008383
are	0.005110861560157739
its	0.005022067848841764
he	0.004742628816170902
but	0.004623801937792171
has	0.004562429813794364
an	0.00454023138596537
will	0.004269932882400564
have	0.00423728813559322
new	0.003647071113316445
or	0.0035308558146823015
company	0.0034995168577472515
they	0.0033454336528165886
this	0.003183515708652164
year	0.0031064741061868325
which	0.0030842756783578387
would	0.003013763025253976
about	0.0028988535164921263
says	0.0027317124128385262
more	0.002696456086286595
were	0.002623331853438145
market	0.0026181086939489695
billion	0.002456190749784545
his	0.002418322843488026
had	0.0024157112637434386
their	0.002400041785275913
up	0.0023308349220443445
one	0.002303413334726176
than	0.0022603222689404822
who	0.0022133138335379073
some	0.002178057506985976
been	0.002176751717113682
also	0.0021114622234989946
stock	0.002103627484265232
other	0.0020448669400120133
share	0.001973048497035857
not	0.001894701104698232
we	0.0018241884515943693
if	0.0016727168264082943
when	0.0016609647175576507
i	0.0016479068188347131
last	0.001638766289728657
president	0.001627014180878013
shares	0.001627014180878013
years	0.0016204852315165443
all	0.0016022041733044319
first	0.0015525841581572693
two	0.0015460552087958005
because	0.0015134104619884568
trading	0.0015134104619884568
after	0.0014846830847979942
could	0.0014833772949257005
sales	0.001470319396202763
there	0.0013945835836097255
out	0.0013841372646313755
business	0.0013462693583348568
only	0.0013423519887179754
do	0.0013201535608889817
such	0.001318847771016688
can	0.0013005667128045755
most	0.0012809798647201692
into	0.0012548640672742943
york	0.0012548640672742943
may	0.001245723538168238
over	0.0012431119584236504
group	0.0012117730014886004
many	0.001203938262254838
government	0.0011556240369799693
now	0.0011425661382570317
federal	0.0011386487686401504
companies	0.001136037188895563
no	0.001124285080044919
time	0.0011060040218328067
bank	0.001104698231960513
so	0.0011020866522159253
any	0.0010798882243869315
